"Product page","Category","Etsy SKU","Inventory SKU","Quantity per Etsy unit","Reason"
"Pencil Bead","focal-beads","FOC-SCH-PNCL-SXTH-1PK","FOC-SCH-PNCL-SXTH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-PNCL-THRD-1PK","FOC-SCH-PNCL-THRD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-PNCLBWHTPNK-1PK","FOC-SCH-PNCLBWHTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-PNCLBWLTPNK-1PK","FOC-SCH-PNCLBWLTPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-PNCLBWTEAL-1PK","FOC-SCH-PNCLBWTEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-PNCLBWYEL-1PK","FOC-SCH-PNCLBWYEL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-PNKBOOK-1PK","FOC-SCH-PNKBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Funny Teacher Focal Bead","focal-beads","FOC-SCH-PRPRFSSNALERA-1PK","FOC-SCH-PRPRFSSNALERA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Paraprofe ional Focal Bead","focal-beads","FOC-SCH-PRPRFSSNL-1PK","FOC-SCH-PRPRFSSNL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-PURBOOK-1PK","FOC-SCH-PURBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-REDBOOK-1PK","FOC-SCH-REDBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teacher Focal Bead","focal-beads","FOC-SCH-RNBWTCHR-1PK","FOC-SCH-RNBWTCHR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"chool Bu  Bead","focal-beads","FOC-SCH-SCHLBS-1PK","FOC-SCH-SCHLBS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"enior Focal Bead","focal-beads","FOC-SCH-SENIOR-1PK","FOC-SCH-SENIOR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"chool Bu  Bead","focal-beads","FOC-SCH-SMBUS-1PK","FOC-SCH-SMBUS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teach Love In pire Focal Bead","focal-beads","FOC-SCH-TCHLFE-1PK","FOC-SCH-TCHLFE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teach Love In pire Focal Bead","focal-beads","FOC-SCH-TCHLVINSP-1PK","FOC-SCH-TCHLVINSP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Teacher Power  Focal Bead","focal-beads","FOC-SCH-TCHNGPWRS-1PK","FOC-SCH-TCHNGPWRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Book Worm Bead","focal-beads","FOC-SCH-TEALBKWRM-1PK","FOC-SCH-TEALBKWRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-TEALBOOK-1PK","FOC-SCH-TEALBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Pencil Bead","focal-beads","FOC-SCH-TSTSCRE-1PK","FOC-SCH-TSTSCRE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-WHTBOOK-1PK","FOC-SCH-WHTBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Book Bead","focal-beads","FOC-SCH-YELBOOK-1PK","FOC-SCH-YELBOOK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Plant Focal  ilicone Bead","focal-beads","FOC-SPR-3D-BKPLNT-1PK","FOC-SPR-3D-BKPLNT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-SPR-3D-MOON-1PK","FOC-SPR-3D-MOON-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Ro e Bead","charms-dangles","FOC-SPR-3D-PNKRS-1PK","FOC-SPR-3D-PNKRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Ro e Bead","charms-dangles","FOC-SPR-3D-PURRS-1PK","FOC-SPR-3D-PURRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Ro e Bead","charms-dangles","FOC-SPR-3D-REDRS-1PK","FOC-SPR-3D-REDRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-SPR-3D-STAR-1PK","FOC-SPR-3D-STAR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-SPR-3D-SUN-1PK","FOC-SPR-3D-SUN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead Ro e Bead","charms-dangles","FOC-SPR-3D-YELRS-1PK","FOC-SPR-3D-YELRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGBLUFLWR-1PK","FOC-SPR-BGBLUFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGBRWFLWR-1PK","FOC-SPR-BGBRWFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGGRNFLWR-1PK","FOC-SPR-BGGRNFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGLTPNKFLWR-1PK","FOC-SPR-BGLTPNKFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGMAVEFLWR-1PK","FOC-SPR-BGMAVEFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGPCHFLWR-1PK","FOC-SPR-BGPCHFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGPURFLWR-1PK","FOC-SPR-BGPURFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGWHTDSY-1PK","FOC-SPR-BGWHTDSY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Big Flower Bead","focal-beads","FOC-SPR-BGYLWSNFLWR-1PK","FOC-SPR-BGYLWSNFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead","focal-beads","FOC-SPR-BLK-PLNT-1PK","FOC-SPR-BLK-PLNT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-BLURNBW-1PK","FOC-SPR-BLURNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-BLU-1PK","FOC-SPR-BRDHSE-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-DKTEAL-1PK","FOC-SPR-BRDHSE-DKTEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-GRN-1PK","FOC-SPR-BRDHSE-GRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-PNK-1PK","FOC-SPR-BRDHSE-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Bird Bead","focal-beads","FOC-SPR-BRDHSE-YEL-1PK","FOC-SPR-BRDHSE-YEL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead","focal-beads","FOC-SPR-BRN-PLNT-1PK","FOC-SPR-BRN-PLNT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-DKPNKRNBW-1PK","FOC-SPR-DKPNKRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mu hroom Bead","focal-beads","FOC-SPR-GRNMSHRM-1PK","FOC-SPR-GRNMSHRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bead","focal-beads","FOC-SPR-MNTGRNFLWR-1PK","FOC-SPR-MNTGRNFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mu hroom Bead","focal-beads","FOC-SPR-ORGMSHRM-1PK","FOC-SPR-ORGMSHRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bead","focal-beads","FOC-SPR-PCHFLWR-1PK","FOC-SPR-PCHFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Palm Tree Focal Bead","focal-beads","FOC-SPR-PLMTREE-1PK","FOC-SPR-PLMTREE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bead","focal-beads","FOC-SPR-PNKFLWR-1PK","FOC-SPR-PNKFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-PNKRNBW-1PK","FOC-SPR-PNKRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mu hroom Bead","focal-beads","FOC-SPR-PURMSHRM-1PK","FOC-SPR-PURMSHRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-PURRNBW-1PK","FOC-SPR-PURRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bead","focal-beads","FOC-SPR-REDFLWR-1PK","FOC-SPR-REDFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mu hroom Bead","focal-beads","FOC-SPR-REDMSHRM-1PK","FOC-SPR-REDMSHRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-REDRNBW-1PK","FOC-SPR-REDRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMBLUFLWR-1PK","FOC-SPR-SMBLUFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMBRWFLWR-1PK","FOC-SPR-SMBRWFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMGRNFLWR-1PK","FOC-SPR-SMGRNFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMLTPNKFLWR-1PK","FOC-SPR-SMLTPNKFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMMVEFLWR-1PK","FOC-SPR-SMMVEFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMPCHFLWR-1PK","FOC-SPR-SMPCHFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMPURFLWR-1PK","FOC-SPR-SMPURFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Ro e Bead","focal-beads","FOC-SPR-SMRSE-1PK","FOC-SPR-SMRSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMSNFLWR-1PK","FOC-SPR-SMSNFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mall Flower Bead","focal-beads","FOC-SPR-SMWHTDSY-1PK","FOC-SPR-SMWHTDSY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gnome Bead","focal-beads","FOC-SPR-SNFLWRGNM-1PK","FOC-SPR-SNFLWRGNM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  unflower Bead","focal-beads","FOC-SPR-SNFLWRPT-BLU-1PK","FOC-SPR-SNFLWRPT-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  unflower Bead","focal-beads","FOC-SPR-SNFLWRPT-BRN-1PK","FOC-SPR-SNFLWRPT-BRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  unflower Bead","focal-beads","FOC-SPR-SNFLWRPT-PNK-1PK","FOC-SPR-SNFLWRPT-PNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  unflower Bead","focal-beads","FOC-SPR-SNFLWRPT-PUR-1PK","FOC-SPR-SNFLWRPT-PUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"unflower Truck Bead","focal-beads","FOC-SPR-SNFLWRTRCK-1PK","FOC-SPR-SNFLWRTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mu hroom Bead","focal-beads","FOC-SPR-TEALMSHRM-1PK","FOC-SPR-TEALMSHRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Rainbow Bead","focal-beads","FOC-SPR-TRQRNBW-1PK","FOC-SPR-TRQRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Unicorn Plant","focal-beads","FOC-SPR-UNCRNPLNT-1PK","FOC-SPR-UNCRNPLNT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Bead","focal-beads","FOC-SPR-WHT-PLNT-1PK","FOC-SPR-WHT-PLNT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flower Bead","focal-beads","FOC-SPR-YELFLWR-1PK","FOC-SPR-YELFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-BLU-1PK","FOC-SPRNG-FLPFLP-BLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-MIX-1PK","FOC-SPRNG-FLPFLP-MIX-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-ORG-1PK","FOC-SPRNG-FLPFLP-ORG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-RED-1PK","FOC-SPRNG-FLPFLP-RED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-WHT-1PK","FOC-SPRNG-FLPFLP-WHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ba eball Cheer Focal Bead","focal-beads","FOC-SPT-3D-BSBLLGNME-1PK","FOC-SPT-3D-BSBLLGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ba eball Cheer Focal Bead","focal-beads","FOC-SPT-3D-BSBLLJRSY-1PK","FOC-SPT-3D-BSBLLJRSY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ba eball Cheer Focal Bead","focal-beads","FOC-SPT-3D-BSBLLMIX-3PK","FOC-SPT-3D-BSBLLMIX-3PK","3","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Ba eball Cheer Focal Bead","focal-beads","FOC-SPT-3D-CHEERUNFRM-1PK","FOC-SPT-3D-CHEERUNFRM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-3D-LIONS-1PK","FOC-SPT-3D-LIONS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  occer Focal Bead","focal-beads","FOC-SPT-3D-MVPTRPHY-1PK","FOC-SPT-3D-MVPTRPHY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  occer Focal Bead","focal-beads","FOC-SPT-3D-SCCRGNME-1PK","FOC-SPT-3D-SCCRGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  occer Focal Bead","focal-beads","FOC-SPT-3D-SCCRHRT-1PK","FOC-SPT-3D-SCCRHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D  occer Focal Bead","focal-beads","FOC-SPT-3D-SCCRMIX-3PK","FOC-SPT-3D-SCCRMIX-3PK","3","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Trophy Bead","focal-beads","FOC-SPT-3D-TRPHY-1PK","FOC-SPT-3D-TRPHY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gym  ilicone Focal Bead","charms-dangles","FOC-SPT-BELLMIX-3PK","FOC-SPT-BELLMIX-3PK","3","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BLKBXNG-1PK","FOC-SPT-BLKBXNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Gym  ilicone Focal Bead","charms-dangles","FOC-SPT-BLKDMBLL-1PK","FOC-SPT-BLKDMBLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dance  ilicone Focal Bead","focal-beads","FOC-SPT-BLLRNBW-1PK","FOC-SPT-BLLRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dance  ilicone Focal Bead","focal-beads","FOC-SPT-BLLRNSHS-1PK","FOC-SPT-BLLRNSHS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-BLLS-1PK","FOC-SPT-BLLS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BNDMOM-1PK","FOC-SPT-BNDMOM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-BNGLS-1PK","FOC-SPT-BNGLS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cheer Bead","focal-beads","FOC-SPT-BRNTMBLE-1PK","FOC-SPT-BRNTMBLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-BRS-1PK","FOC-SPT-BRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bow  ilicone Focal Bead","focal-beads","FOC-SPT-BSBLLBGBW-1PK","FOC-SPT-BSBLLBGBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSBLLBOW-1PK","FOC-SPT-BSBLLBOW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSBLLBTHT-1PK","FOC-SPT-BSBLLBTHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coach  ilicone Focal Bead","focal-beads","FOC-SPT-BSBLLCCH-1PK","FOC-SPT-BSBLLCCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","charms-dangles","FOC-SPT-BSBLLHRT-1PK","FOC-SPT-BSBLLHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSBLLMM-1PK","FOC-SPT-BSBLLMM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSBLLMT-1PK","FOC-SPT-BSBLLMT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ba eball Mom Bead","focal-beads","FOC-SPT-BSBLMOMERA-1PK","FOC-SPT-BSBLMOMERA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bow  ilicone Focal Bead","focal-beads","FOC-SPT-BSKTBLLBGBW-1PK","FOC-SPT-BSKTBLLBGBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSKTBLLBW-1PK","FOC-SPT-BSKTBLLBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coach  ilicone Focal Bead","focal-beads","FOC-SPT-BSKTBLLCCH-1PK","FOC-SPT-BSKTBLLCCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","charms-dangles","FOC-SPT-BSKTBLLHRT-1PK","FOC-SPT-BSKTBLLHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-BSKTBLLMOM-1PK","FOC-SPT-BSKTBLLMOM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-CHCGO-1PK","FOC-SPT-CHCGO-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cheer Bead","focal-beads","FOC-SPT-CHEER-1PK","FOC-SPT-CHEER-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Cheer Bead","focal-beads","FOC-SPT-CHEERLEADER-1PK","FOC-SPT-CHEERLEADER-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-CHFS-1PK","FOC-SPT-CHFS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-CLTCS-1PK","FOC-SPT-CLTCS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-CLVLNDHLMT-1PK","FOC-SPT-CLVLNDHLMT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-CWBYS-1PK","FOC-SPT-CWBYS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dance  ilicone Focal Bead","focal-beads","FOC-SPT-DANCEMIX-5PK","FOC-SPT-DANCEMIX-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-DBLICESKTE-1PK","FOC-SPT-DBLICESKTE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-DLPHNS-1PK","FOC-SPT-DLPHNS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dance  ilicone Focal Bead","focal-beads","FOC-SPT-DNCEHRT-1PK","FOC-SPT-DNCEHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-DNCEMOM-1PK","FOC-SPT-DNCEMOM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-DNVR-1PK","FOC-SPT-DNVR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-DTRTLN-1PK","FOC-SPT-DTRTLN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Football Bead","focal-beads","FOC-SPT-FTBL-1PK","FOC-SPT-FTBL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Football Bead","charms-dangles","FOC-SPT-FTBL-GNOME-1PK","FOC-SPT-FTBL-GNOME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bow  ilicone Focal Bead","focal-beads","FOC-SPT-FTBLLBGBW-1PK","FOC-SPT-FTBLLBGBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-FTBLLBW-1PK","FOC-SPT-FTBLLBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Coach  ilicone Focal Bead","focal-beads","FOC-SPT-FTBLLCCH-1PK","FOC-SPT-FTBLLCCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","charms-dangles","FOC-SPT-FTBLLHRT-1PK","FOC-SPT-FTBLLHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Football Bead","focal-beads","FOC-SPT-FTBLLMMFTBLL-1PK","FOC-SPT-FTBLLMMFTBLL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-FTBLLMOM-1PK","FOC-SPT-FTBLLMOM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-GLES-1PK","FOC-SPT-GLES-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dance  ilicone Focal Bead","focal-beads","FOC-SPT-GRLLVSDNC-1PK","FOC-SPT-GRLLVSDNC-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"PVC Focal Bead","focal-beads","FOC-SPT-GRNBY-1PK","FOC-SPT-GRNBY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-HCKYCCH-1PK","FOC-SPT-HCKYCCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-HCKYGLE-1PK","FOC-SPT-HCKYGLE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-HCKYMOM-1PK","FOC-SPT-HCKYMOM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"port  Bead","focal-beads","FOC-SPT-HCKYMOMPCK-1PK","FOC-SPT-HCKYMOMPCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-HCKYPLYR-1PK","FOC-SPT-HCKYPLYR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-HCKYSTCK-1PK","FOC-SPT-HCKYSTCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Hockey Focal Bead","charms-dangles","FOC-SPT-ICESKTE-1PK","FOC-SPT-ICESKTE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
