"Product page","Category","Etsy SKU","Inventory SKU","Quantity per Etsy unit","Reason"
"pring Flatback","acrylic-flatbacks","FLB-FLRLJAR-1PK","FLB-FLRLJAR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Flo  Bo  Badge Reel Topper","acrylic-flatbacks","FLB-FLSSBSS-1PK","FLB-FLSSBSS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Highland Cow Flatback","acrylic-flatbacks","FLB-FLWRSHGHLNDCW-1PK","FLB-FLWRSHGHLNDCW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-FRCDCHRT-1PK","FLB-FRCDCHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Farmhou e Goo e Flatback","acrylic-flatbacks","FLB-FRMDCK-1PK","FLB-FRMDCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-FROG-1PK","FLB-FROG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Future Mr  Flatback","acrylic-flatbacks","FLB-FTRMRS-1PK","FLB-FTRMRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-GNMTTRWHT-1PK","FLB-GNMTTRWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-GNNALRN-1PK","FLB-GNNALRN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian Flatback","acrylic-flatbacks","FLB-GODISGOOD-1PK","FLB-GODISGOOD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"W","acrylic-flatbacks","FLB-GRLSOPTNS-1PK","FLB-GRLSOPTNS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-GRTDY-1PK","FLB-GRTDY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Goo e Bump  Flatback","acrylic-flatbacks","FLB-GSBMPS-1PK","FLB-GSBMPS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-GTBLOOD-1PK","FLB-GTBLOOD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HAND67-1PK","FLB-HAND67-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"He I  Ri en Flatback","acrylic-flatbacks","FLB-HEISRISEN-1PK","FLB-HEISRISEN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HGHLNDCW-1PK","FLB-HGHLNDCW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HIDENSEEK-1PK","FLB-HIDENSEEK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"pring Flatback","acrylic-flatbacks","FLB-HLLSPRNG-1PK","FLB-HLLSPRNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HLLWNBRUH-1PK","FLB-HLLWNBRUH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-ESTRGNME-1PK","FLB-HOL-ESTRGNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-ESTRLVE-1PK","FLB-HOL-ESTRLVE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-ESTRTRCK-1PK","FLB-HOL-ESTRTRCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-FVRTNRSE-1PK","FLB-HOL-FVRTNRSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t Patrick’  Day Flatback Cabochon","charms-dangles","FLB-HOL-GRNRNBW-1PK","FLB-HOL-GRNRNBW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-HPPYESTR-1PK","FLB-HOL-HPPYESTR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t Patrick’  Day Flatback Cabochon","charms-dangles","FLB-HOL-LCKYVBS-1PK","FLB-HOL-LCKYVBS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"t Patrick’  Day Flatback Cabochon","charms-dangles","FLB-HOL-LPRCHAN-1PK","FLB-HOL-LPRCHAN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-MAMABNNY-1PK","FLB-HOL-MAMABNNY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Glitter Ea ter Acrylic Flatback","acrylic-flatbacks","FLB-HOL-PNKHPPYSTR-1PK","FLB-HOL-PNKHPPYSTR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HPPYMDS-1PK","FLB-HPPYMDS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HSBNDNRV-1PK","FLB-HSBNDNRV-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HUMERUS-1PK","FLB-HUMERUS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian Flatback","acrylic-flatbacks","FLB-HVNCRWDED-1PK","FLB-HVNCRWDED-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-HWTONRSE-1PK","FLB-HWTONRSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-IDCARDS-1PK","FLB-IDCARDS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-KAREN-1PK","FLB-KAREN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-KNDLYFCKFF-1PK","FLB-KNDLYFCKFF-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Kitchen Queen Flatback","acrylic-flatbacks","FLB-KTCHNQN-1PK","FLB-KTCHNQN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-LNCHLDY-1PK","FLB-LNCHLDY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian Flatback","acrylic-flatbacks","FLB-LUVLKJESUS-1PK","FLB-LUVLKJESUS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-LVSXMAS-1PK","FLB-LVSXMAS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-MAMEDCL-1PK","FLB-MAMEDCL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Funny Femini t Flatback Men Opinion  De ign","acrylic-flatbacks","FLB-MNSOPNNS-1PK","FLB-MNSOPNNS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Mardi Gra  Flatback Cabochon","charms-dangles","FLB-MRDIGRAS-1PK","FLB-MRDIGRAS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-MRJNA-1PK","FLB-MRJNA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-MRRYGOOSE-1PK","FLB-MRRYGOOSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-MRRYSNTA-1PK","FLB-MRRYSNTA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-NCRFCLKS-1PK","FLB-NCRFCLKS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-OFFCMNGR-1PK","FLB-OFFCMNGR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-OGSOCWRK-1PK","FLB-OGSOCWRK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Farmhou e Goo e Flatback","acrylic-flatbacks","FLB-OLDFSHNDCK-1PK","FLB-OLDFSHNDCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PEDNUR-1PK","FLB-PEDNUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PHLEBSQUD-1PK","FLB-PHLEBSQUD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PHLEBVEIN-1PK","FLB-PHLEBVEIN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PHRMYTCH-1PK","FLB-PHRMYTCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PMPKNSPCSSN-1PK","FLB-PMPKNSPCSSN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PNKBOW-1PK","FLB-PNKBOW-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"illy Goo e Flatback","acrylic-flatbacks","FLB-PNKGSSLOOS-1PK","FLB-PNKGSSLOOS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PRNCPL-1PK","FLB-PRNCPL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian Flatback","acrylic-flatbacks","FLB-PRYFRYOU-1PK","FLB-PRYFRYOU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-PURCNCRBBN-1PK","FLB-PURCNCRBBN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Puzzle Lover Flatback Cabochon","acrylic-flatbacks","FLB-PUZZLOVRS-1PK","FLB-PUZZLOVRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-REINDEER-1PK","FLB-REINDEER-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Chri tian Flatback","acrylic-flatbacks","FLB-RELIGSMIX-6PK","FLB-RELIGSMIX-6PK","6","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-REMWHY-1PK","FLB-REMWHY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-RGSTRDNRS-1PK","FLB-RGSTRDNRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-RNDEERJOY-1PK","FLB-RNDEERJOY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SAFEME-1PK","FLB-SAFEME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SCLWRKCHTH-1PK","FLB-SCLWRKCHTH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SCLWRKFLWR-1PK","FLB-SCLWRKFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SHKRSNTA-1PK","FLB-SHKRSNTA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SHKRSNWGLB-1PK","FLB-SHKRSNWGLB-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SHKRSNWMN-1PK","FLB-SHKRSNWMN-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SHKRSTCKNG-1PK","FLB-SHKRSTCKNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"illy Goo e Flatback","acrylic-flatbacks","FLB-SILLYMIX-3PK","FLB-SILLYMIX-3PK","3","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"illy Goo e Flatback","acrylic-flatbacks","FLB-SLLYGSSE-1PK","FLB-SLLYGSSE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"leepy Girl  Club Flatback","acrylic-flatbacks","FLB-SLPYGRLSCLB-1PK","FLB-SLPYGRLSCLB-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLBLU-1PK","FLB-SMLBLU-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLFLWR-1PK","FLB-SMLFLWR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLMIX-6PK","FLB-SMLMIX-6PK","6","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLORG-1PK","FLB-SMLORG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLPNK-1PK","FLB-SMLPNK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLPUR-1PK","FLB-SMLPUR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLWHT-1PK","FLB-SMLWHT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SMLYEL-1PK","FLB-SMLYEL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"mile Zone Badge Reel Topper","acrylic-flatbacks","FLB-SMLZNE-1PK","FLB-SMLZNE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SNDWNSNST-1PK","FLB-SNDWNSNST-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Spooky Halloween Flatbacks Ghost Acrylic Cabochons Fall Badge Reel Topper DIY Craft Supplies Leopard Checkerboard Spooky Season","acrylic-flatbacks","FLB-SPKYCHCKRGLTTR-1PK","FLB-SPKYCHCKRGLTTR-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Spooky Halloween Flatbacks Ghost Acrylic Cabochons Fall Badge Reel Topper DIY Craft Supplies Leopard Checkerboard Spooky Season","acrylic-flatbacks","FLB-SPKYLPRD-1PK","FLB-SPKYLPRD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-SQRRL-1PK","FLB-SQRRL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-STOCKING-1PK","FLB-STOCKING-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-STOPHRT-1PK","FLB-STOPHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-STRGGLEBUS-1PK","FLB-STRGGLEBUS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-STUFF-1PK","FLB-STUFF-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-TLKTMCH-1PK","FLB-TLKTMCH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-TRKY-1PK","FLB-TRKY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-TRUCRIM-1PK","FLB-TRUCRIM-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-UNSPRVSD-1PK","FLB-UNSPRVSD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-VAL-CPDFVRT-1PK","FLB-VAL-CPDFVRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-VAL-ENVLP-1PK","FLB-VAL-ENVLP-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-VAL-GNME-1PK","FLB-VAL-GNME-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-VAL-HNGRY-1PK","FLB-VAL-HNGRY-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-VMPRE-1PK","FLB-VMPRE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Dach hund Flatback","acrylic-flatbacks","FLB-WENRDOG-1PK","FLB-WENRDOG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"illy Goo e Flatback","acrylic-flatbacks","FLB-WHTGSSLOOS-1PK","FLB-WHTGSSLOOS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-WRKHERE-1PK","FLB-WRKHERE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-WRNNG-1PK","FLB-WRNNG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"My Kind of Witchcraft Badge Reel Topper","acrylic-flatbacks","FLB-WTCHCRFT-1PK","FLB-WTCHCRFT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-XMASTREE-1PK","FLB-XMASTREE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-XRAYTCHGLD-1PK","FLB-XRAYTCHGLD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-XRAYTCHSLV-1PK","FLB-XRAYTCHSLV-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Acrylic Flatback","charms-dangles","FLB-YUKNW67-1PK","FLB-YUKNW67-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-JLLYFSH-1PK","FOC-3D-ANI-JLLYFSH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Peacock  ilicone Focal Bead","focal-beads","FOC-3D-ANI-LTBLUPECCK-1PK","FOC-3D-ANI-LTBLUPECCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-OCTPS-1PK","FOC-3D-ANI-OCTPS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-ORCA-1PK","FOC-3D-ANI-ORCA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Peacock  ilicone Focal Bead","focal-beads","FOC-3D-ANI-PECCK-1PK","FOC-3D-ANI-PECCK-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-SEAHRS-1PK","FOC-3D-ANI-SEAHRS-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-SEAL-1PK","FOC-3D-ANI-SEAL-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-SQUD-1PK","FOC-3D-ANI-SQUD-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-STRFSH-1PK","FOC-3D-ANI-STRFSH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-TRPCLFSH-1PK","FOC-3D-ANI-TRPCLFSH-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-TUNA-1PK","FOC-3D-ANI-TUNA-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Ocean Animal Focal Bead","focal-beads","FOC-3D-ANI-WHALE-1PK","FOC-3D-ANI-WHALE-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"Medical 3D  ilicone Focal Bead","focal-beads","FOC-3D-BLDBG-1PK","FOC-3D-BLDBG-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee  ilicone Focal Bead","focal-beads","FOC-3D-CFFEECUPMIX-5PK","FOC-3D-CFFEECUPMIX-5PK","5","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
"3D Coffee  ilicone Focal Bead","focal-beads","FOC-3D-CFFEEHRT-1PK","FOC-3D-CFFEEHRT-1PK","1","Exact Etsy SKU matches inventory SKU; excluded from parent conversion"
